substance_name,small_molecule_retrieved,inorganic_retrieved,polymer_retrieved
water,1,0,0
h+,1,0,0
tin(iv) oxide,1,1,0
water,1,0,0
h+,1,0,0
tin(iv) oxide,1,1,0
water,1,0,0
h+,1,0,0
tin(iv) oxide,1,1,0
water,1,0,0
h+,1,0,0
tin(iv) oxide,1,1,0
water,1,0,0
h+,1,0,0
c8-btbt,1,0,0
sodium chloride,1,0,0
water,1,0,0
h+,1,0,0
c8-btbt,1,0,0
sodium chloride,1,0,0
water,1,0,0
h+,1,0,0
c8-btbt,1,0,0
sodium chloride,1,0,0
water,1,0,0
h+,1,0,0
c8-btbt,1,0,0
sodium chloride,1,0,0
water,1,0,0
h+,1,0,0
c8-btbt,1,0,0
sodium chloride,1,0,0
water,1,0,0
nitrogen dioxide,1,0,0
lead sulfide,1,0,0
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
lead sulfide,1,0,0
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
lead sulfide,1,0,0
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
lead sulfide,1,0,0
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
lead sulfide,1,0,0
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
lead sulfide,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
lead sulfide,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
lead sulfide,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
lead sulfide,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
lead sulfide,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
methane,1,0,0
vanadium dioxide,1,1,0
oxygen,1,0,0
argon,1,0,0
methane,1,0,0
vanadium dioxide,1,1,0
oxygen,1,0,0
argon,1,0,0
methane,1,0,0
vanadium dioxide,1,1,0
oxygen,1,0,0
argon,1,0,0
methane,1,0,0
vanadium dioxide,1,1,0
oxygen,1,0,0
argon,1,0,0
methane,1,0,0
vanadium dioxide,1,1,0
oxygen,1,0,0
argon,1,0,0
methane,1,0,0
vanadium dioxide,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
methane,1,0,0
vanadium dioxide,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
methane,1,0,0
vanadium dioxide,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
methane,1,0,0
vanadium dioxide,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
methane,1,0,0
vanadium dioxide,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
hydrogen,1,0,0
indium oxide,1,1,0
oxygen,1,0,0
argon,1,0,0
hydrogen,1,0,0
indium oxide,1,1,0
oxygen,1,0,0
argon,1,0,0
hydrogen,1,0,0
indium oxide,1,1,0
oxygen,1,0,0
argon,1,0,0
hydrogen,1,0,0
indium oxide,1,1,0
oxygen,1,0,0
argon,1,0,0
hydrogen,1,0,0
indium oxide,1,1,0
oxygen,1,0,0
argon,1,0,0
hydrogen,1,0,0
indium oxide,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
hydrogen,1,0,0
indium oxide,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
hydrogen,1,0,0
indium oxide,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
hydrogen,1,0,0
indium oxide,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
hydrogen,1,0,0
indium oxide,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
h+,1,0,0
3-aminopropyltriethoxysilane,1,0,0
silicon dioxide,1,1,0
water,1,0,0
h+,1,0,0
3-aminopropyltriethoxysilane,1,0,0
silicon dioxide,1,1,0
water,1,0,0
h+,1,0,0
3-aminopropyltriethoxysilane,1,0,0
silicon dioxide,1,1,0
water,1,0,0
h+,1,0,0
3-aminopropyltriethoxysilane,1,0,0
silicon dioxide,1,1,0
water,1,0,0
h+,1,0,0
3-aminopropyltriethoxysilane,1,0,0
silicon dioxide,1,1,0
water,1,0,0
h+,1,0,0
tin dioxide,1,1,0
water,1,0,0
h+,1,0,0
tin dioxide,1,1,0
water,1,0,0
h+,1,0,0
tin dioxide,1,1,0
water,1,0,0
h+,1,0,0
tin dioxide,1,1,0
water,1,0,0
h+,1,0,0
tin dioxide,1,1,0
water,1,0,0
hydrogen,1,0,0
indium oxide,1,1,0
gallium oxide,1,1,0
water,1,0,0
hydrogen,1,0,0
indium oxide,1,1,0
gallium oxide,1,1,0
water,1,0,0
hydrogen,1,0,0
indium oxide,1,1,0
gallium oxide,1,1,0
water,1,0,0
hydrogen,1,0,0
indium oxide,1,1,0
gallium oxide,1,1,0
water,1,0,0
hydrogen,1,0,0
indium oxide,1,1,0
gallium oxide,1,1,0
water,1,0,0
hydrogen,1,0,0
indium oxide,1,1,0
gallium oxide,1,1,0
water,1,0,0
hydrogen,1,0,0
indium oxide,1,1,0
gallium oxide,1,1,0
water,1,0,0
hydrogen,1,0,0
indium oxide,1,1,0
gallium oxide,1,1,0
water,1,0,0
hydrogen,1,0,0
indium oxide,1,1,0
gallium oxide,1,1,0
water,1,0,0
h+,1,0,0
silicon,1,1,0
sodium acetate,1,0,0
acetic acid,1,0,0
potassium dichromate,1,0,0
water,1,0,0
h+,1,0,0
silicon,1,1,0
sodium acetate,1,0,0
acetic acid,1,0,0
potassium dichromate,1,0,0
water,1,0,0
h+,1,0,0
silicon,1,1,0
sodium acetate,1,0,0
acetic acid,1,0,0
potassium dichromate,1,0,0
water,1,0,0
h+,1,0,0
silicon,1,1,0
sodium acetate,1,0,0
acetic acid,1,0,0
potassium dichromate,1,0,0
water,1,0,0
h+,1,0,0
silicon,1,1,0
sodium acetate,1,0,0
acetic acid,1,0,0
potassium dichromate,1,0,0
water,1,0,0
h+,1,0,0
titanium dioxide,1,1,0
polyaniline,0,0,1
water,1,0,0
h+,1,0,0
titanium dioxide,1,1,0
polyaniline,0,0,1
water,1,0,0
h+,1,0,0
titanium dioxide,1,1,0
polyaniline,0,0,1
water,1,0,0
h+,1,0,0
titanium dioxide,1,1,0
polyaniline,0,0,1
water,1,0,0
h+,1,0,0
titanium dioxide,1,1,0
polyaniline,0,0,1
water,1,0,0
potassium chloride,1,0,0
valinomycin,1,0,0
water,1,0,0
potassium chloride,1,0,0
valinomycin,1,0,0
water,1,0,0
potassium chloride,1,0,0
valinomycin,1,0,0
water,1,0,0
potassium chloride,1,0,0
valinomycin,1,0,0
water,1,0,0
potassium chloride,1,0,0
valinomycin,1,0,0
water,1,0,0
potassium chloride,1,0,0
valinomycin,1,0,0
water,1,0,0
potassium chloride,1,0,0
valinomycin,1,0,0
water,1,0,0
potassium chloride,1,0,0
valinomycin,1,0,0
water,1,0,0
potassium chloride,1,0,0
valinomycin,1,0,0
water,1,0,0
formaldehyde,1,0,0
zinc dioxide,1,1,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
formaldehyde,1,0,0
zinc dioxide,1,1,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
formaldehyde,1,0,0
zinc dioxide,1,1,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
formaldehyde,1,0,0
zinc dioxide,1,1,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
formaldehyde,1,0,0
zinc dioxide,1,1,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
formaldehyde,1,0,0
zinc dioxide,1,1,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
formaldehyde,1,0,0
zinc dioxide,1,1,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
formaldehyde,1,0,0
zinc dioxide,1,1,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
formaldehyde,1,0,0
zinc dioxide,1,1,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
water,1,0,0
tin(iv) oxide,1,1,0
oxygen,1,0,0
argon,1,0,0
water,1,0,0
tin(iv) oxide,1,1,0
oxygen,1,0,0
argon,1,0,0
water,1,0,0
tin(iv) oxide,1,1,0
oxygen,1,0,0
argon,1,0,0
water,1,0,0
tin(iv) oxide,1,1,0
oxygen,1,0,0
argon,1,0,0
water,1,0,0
tin(iv) oxide,1,1,0
oxygen,1,0,0
argon,1,0,0
water,1,0,0
tin(iv) oxide,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
water,1,0,0
tin(iv) oxide,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
water,1,0,0
tin(iv) oxide,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
water,1,0,0
tin(iv) oxide,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
water,1,0,0
tin(iv) oxide,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
h+,1,0,0
polyacrylic acid,0,0,1
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
h+,1,0,0
polyacrylic acid,0,0,1
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
h+,1,0,0
polyacrylic acid,0,0,1
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
h+,1,0,0
polyacrylic acid,0,0,1
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
h+,1,0,0
polyacrylic acid,0,0,1
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
carbon monoxide,1,0,0
gold,1,1,0
oxygen,1,0,0
argon,1,0,0
carbon monoxide,1,0,0
gold,1,1,0
oxygen,1,0,0
argon,1,0,0
carbon monoxide,1,0,0
gold,1,1,0
oxygen,1,0,0
argon,1,0,0
carbon monoxide,1,0,0
gold,1,1,0
oxygen,1,0,0
argon,1,0,0
carbon monoxide,1,0,0
gold,1,1,0
oxygen,1,0,0
argon,1,0,0
glucose,1,0,0
gold,1,1,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
glucose,1,0,0
gold,1,1,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
glucose,1,0,0
gold,1,1,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
glucose,1,0,0
gold,1,1,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
glucose,1,0,0
gold,1,1,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
glucose,1,0,0
gold,1,1,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
glucose,1,0,0
gold,1,1,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
glucose,1,0,0
gold,1,1,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
glucose,1,0,0
gold,1,1,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
carbon monoxide,1,0,0
gold,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
carbon monoxide,1,0,0
gold,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
carbon monoxide,1,0,0
gold,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
carbon monoxide,1,0,0
gold,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
ammonia,1,0,0
molybdenum ditelluride,1,1,0
argon,1,0,0
ammonia,1,0,0
molybdenum ditelluride,1,1,0
argon,1,0,0
ammonia,1,0,0
molybdenum ditelluride,1,1,0
argon,1,0,0
ammonia,1,0,0
molybdenum ditelluride,1,1,0
argon,1,0,0
ammonia,1,0,0
molybdenum ditelluride,1,1,0
argon,1,0,0
ammonia,1,0,0
molybdenum ditelluride,1,1,0
nitrogen,1,0,0
ammonia,1,0,0
molybdenum ditelluride,1,1,0
nitrogen,1,0,0
ammonia,1,0,0
molybdenum ditelluride,1,1,0
nitrogen,1,0,0
ammonia,1,0,0
molybdenum ditelluride,1,1,0
nitrogen,1,0,0
ammonia,1,0,0
molybdenum ditelluride,1,1,0
nitrogen,1,0,0
ethanol,1,0,0
"2,3,6,7,10,11-hexaiminotriphenylene",1,0,0
cu2+,1,0,0
oxygen,1,0,0
argon,1,0,0
ethanol,1,0,0
"2,3,6,7,10,11-hexaiminotriphenylene",1,0,0
cu2+,1,0,0
oxygen,1,0,0
argon,1,0,0
ethanol,1,0,0
"2,3,6,7,10,11-hexaiminotriphenylene",1,0,0
cu2+,1,0,0
oxygen,1,0,0
argon,1,0,0
ethanol,1,0,0
"2,3,6,7,10,11-hexaiminotriphenylene",1,0,0
cu2+,1,0,0
oxygen,1,0,0
argon,1,0,0
ethanol,1,0,0
"2,3,6,7,10,11-hexaiminotriphenylene",1,0,0
cu2+,1,0,0
oxygen,1,0,0
argon,1,0,0
ethanol,1,0,0
"2,3,6,7,10,11-hexaiminotriphenylene",1,0,0
cu2+,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
ethanol,1,0,0
"2,3,6,7,10,11-hexaiminotriphenylene",1,0,0
cu2+,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
ethanol,1,0,0
"2,3,6,7,10,11-hexaiminotriphenylene",1,0,0
cu2+,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
ethanol,1,0,0
"2,3,6,7,10,11-hexaiminotriphenylene",1,0,0
cu2+,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
ethanol,1,0,0
"2,3,6,7,10,11-hexaiminotriphenylene",1,0,0
cu2+,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
graphene,1,1,0
argon,1,0,0
nitrogen dioxide,1,0,0
graphene,1,1,0
argon,1,0,0
nitrogen dioxide,1,0,0
graphene,1,1,0
argon,1,0,0
nitrogen dioxide,1,0,0
graphene,1,1,0
argon,1,0,0
nitrogen dioxide,1,0,0
graphene,1,1,0
argon,1,0,0
nitrogen dioxide,1,0,0
graphene,1,1,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
graphene,1,1,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
graphene,1,1,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
graphene,1,1,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
graphene,1,1,0
nitrogen,1,0,0
sodium chloride,1,0,0
graphene,1,1,0
water,1,0,0
sodium chloride,1,0,0
graphene,1,1,0
water,1,0,0
sodium chloride,1,0,0
graphene,1,1,0
water,1,0,0
sodium chloride,1,0,0
graphene,1,1,0
water,1,0,0
sodium chloride,1,0,0
graphene,1,1,0
water,1,0,0
sodium chloride,1,0,0
graphene,1,1,0
water,1,0,0
sodium chloride,1,0,0
graphene,1,1,0
water,1,0,0
sodium chloride,1,0,0
graphene,1,1,0
water,1,0,0
sodium chloride,1,0,0
graphene,1,1,0
water,1,0,0
h+,1,0,0
hafnium nitride,1,0,0
hafnium oxide,1,1,0
water,1,0,0
h+,1,0,0
hafnium nitride,1,0,0
hafnium oxide,1,1,0
water,1,0,0
h+,1,0,0
hafnium nitride,1,0,0
hafnium oxide,1,1,0
water,1,0,0
h+,1,0,0
hafnium nitride,1,0,0
hafnium oxide,1,1,0
water,1,0,0
h+,1,0,0
hafnium nitride,1,0,0
hafnium oxide,1,1,0
water,1,0,0
ammonia,1,0,0
poly(3-hexylthiophene),0,0,1
argon,1,0,0
ammonia,1,0,0
poly(3-hexylthiophene),0,0,1
argon,1,0,0
ammonia,1,0,0
poly(3-hexylthiophene),0,0,1
argon,1,0,0
ammonia,1,0,0
poly(3-hexylthiophene),0,0,1
argon,1,0,0
ammonia,1,0,0
poly(3-hexylthiophene),0,0,1
argon,1,0,0
ammonia,1,0,0
poly(3-hexylthiophene),0,0,1
nitrogen,1,0,0
ammonia,1,0,0
poly(3-hexylthiophene),0,0,1
nitrogen,1,0,0
ammonia,1,0,0
poly(3-hexylthiophene),0,0,1
nitrogen,1,0,0
ammonia,1,0,0
poly(3-hexylthiophene),0,0,1
nitrogen,1,0,0
ammonia,1,0,0
poly(3-hexylthiophene),0,0,1
nitrogen,1,0,0
ammonia,1,0,0
tris(pentafluorophenyl)borane,1,0,0
poly(3-hexylthiophene),0,0,1
oxygen,1,0,0
argon,1,0,0
ammonia,1,0,0
tris(pentafluorophenyl)borane,1,0,0
poly(3-hexylthiophene),0,0,1
oxygen,1,0,0
argon,1,0,0
ammonia,1,0,0
tris(pentafluorophenyl)borane,1,0,0
poly(3-hexylthiophene),0,0,1
oxygen,1,0,0
argon,1,0,0
ammonia,1,0,0
tris(pentafluorophenyl)borane,1,0,0
poly(3-hexylthiophene),0,0,1
oxygen,1,0,0
argon,1,0,0
ammonia,1,0,0
tris(pentafluorophenyl)borane,1,0,0
poly(3-hexylthiophene),0,0,1
oxygen,1,0,0
argon,1,0,0
ammonia,1,0,0
tris(pentafluorophenyl)borane,1,0,0
poly(3-hexylthiophene),0,0,1
oxygen,1,0,0
nitrogen,1,0,0
ammonia,1,0,0
tris(pentafluorophenyl)borane,1,0,0
poly(3-hexylthiophene),0,0,1
oxygen,1,0,0
nitrogen,1,0,0
ammonia,1,0,0
tris(pentafluorophenyl)borane,1,0,0
poly(3-hexylthiophene),0,0,1
oxygen,1,0,0
nitrogen,1,0,0
ammonia,1,0,0
tris(pentafluorophenyl)borane,1,0,0
poly(3-hexylthiophene),0,0,1
oxygen,1,0,0
nitrogen,1,0,0
ammonia,1,0,0
tris(pentafluorophenyl)borane,1,0,0
poly(3-hexylthiophene),0,0,1
oxygen,1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
poly(triarylamine),0,0,1
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
poly(triarylamine),0,0,1
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
poly(triarylamine),0,0,1
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
poly(triarylamine),0,0,1
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
poly(triarylamine),0,0,1
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
poly(triarylamine),0,0,1
oxygen,1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
poly(triarylamine),0,0,1
oxygen,1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
poly(triarylamine),0,0,1
oxygen,1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
poly(triarylamine),0,0,1
oxygen,1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
poly(triarylamine),0,0,1
oxygen,1,0,0
nitrogen,1,0,0
propane,1,0,0
hematite,1,1,0
pyrrole,1,0,0
oxygen,1,0,0
argon,1,0,0
propane,1,0,0
hematite,1,1,0
pyrrole,1,0,0
oxygen,1,0,0
argon,1,0,0
propane,1,0,0
hematite,1,1,0
pyrrole,1,0,0
oxygen,1,0,0
argon,1,0,0
propane,1,0,0
hematite,1,1,0
pyrrole,1,0,0
oxygen,1,0,0
argon,1,0,0
propane,1,0,0
hematite,1,1,0
pyrrole,1,0,0
oxygen,1,0,0
argon,1,0,0
propane,1,0,0
hematite,1,1,0
pyrrole,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
propane,1,0,0
hematite,1,1,0
pyrrole,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
propane,1,0,0
hematite,1,1,0
pyrrole,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
propane,1,0,0
hematite,1,1,0
pyrrole,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
propane,1,0,0
hematite,1,1,0
pyrrole,1,0,0
oxygen,1,0,0
nitrogen,1,0,0
ammonia,1,0,0
polyaniline,0,0,1
argon,1,0,0
ammonia,1,0,0
polyaniline,0,0,1
argon,1,0,0
ammonia,1,0,0
polyaniline,0,0,1
argon,1,0,0
ammonia,1,0,0
polyaniline,0,0,1
argon,1,0,0
ammonia,1,0,0
polyaniline,0,0,1
argon,1,0,0
ammonia,1,0,0
polyaniline,0,0,1
nitrogen,1,0,0
ammonia,1,0,0
polyaniline,0,0,1
nitrogen,1,0,0
ammonia,1,0,0
polyaniline,0,0,1
nitrogen,1,0,0
ammonia,1,0,0
polyaniline,0,0,1
nitrogen,1,0,0
ammonia,1,0,0
polyaniline,0,0,1
nitrogen,1,0,0
nitrogen dioxide,1,0,0
carbon nanotube,1,1,0
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
carbon nanotube,1,1,0
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
carbon nanotube,1,1,0
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
carbon nanotube,1,1,0
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
carbon nanotube,1,1,0
oxygen,1,0,0
argon,1,0,0
nitrogen dioxide,1,0,0
carbon nanotube,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
carbon nanotube,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
carbon nanotube,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
carbon nanotube,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
carbon nanotube,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
glucose,1,0,0
poly(propylene imine) dendrimer,0,0,1
glucose oxidase,1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
glucose,1,0,0
poly(propylene imine) dendrimer,0,0,1
glucose oxidase,1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
glucose,1,0,0
poly(propylene imine) dendrimer,0,0,1
glucose oxidase,1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
glucose,1,0,0
poly(propylene imine) dendrimer,0,0,1
glucose oxidase,1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
glucose,1,0,0
poly(propylene imine) dendrimer,0,0,1
glucose oxidase,1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
glucose,1,0,0
poly(propylene imine) dendrimer,0,0,1
glucose oxidase,1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
glucose,1,0,0
poly(propylene imine) dendrimer,0,0,1
glucose oxidase,1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
glucose,1,0,0
poly(propylene imine) dendrimer,0,0,1
glucose oxidase,1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
glucose,1,0,0
poly(propylene imine) dendrimer,0,0,1
glucose oxidase,1,0,0
sodium chloride,1,0,0
potassium chloride,1,0,0
disodium phosphate,1,0,0
monopotassium phosphate,1,0,0
water,1,0,0
n-butanol,1,0,0
"poly[2,5-bis(3-tetradecylthiophen-2-yl)thieno[3,2-b]thiophene]",0,0,1
argon,1,0,0
n-butanol,1,0,0
"poly[2,5-bis(3-tetradecylthiophen-2-yl)thieno[3,2-b]thiophene]",0,0,1
argon,1,0,0
n-butanol,1,0,0
"poly[2,5-bis(3-tetradecylthiophen-2-yl)thieno[3,2-b]thiophene]",0,0,1
argon,1,0,0
n-butanol,1,0,0
"poly[2,5-bis(3-tetradecylthiophen-2-yl)thieno[3,2-b]thiophene]",0,0,1
argon,1,0,0
n-butanol,1,0,0
"poly[2,5-bis(3-tetradecylthiophen-2-yl)thieno[3,2-b]thiophene]",0,0,1
argon,1,0,0
n-butanol,1,0,0
"poly[2,5-bis(3-tetradecylthiophen-2-yl)thieno[3,2-b]thiophene]",0,0,1
nitrogen,1,0,0
n-butanol,1,0,0
"poly[2,5-bis(3-tetradecylthiophen-2-yl)thieno[3,2-b]thiophene]",0,0,1
nitrogen,1,0,0
n-butanol,1,0,0
"poly[2,5-bis(3-tetradecylthiophen-2-yl)thieno[3,2-b]thiophene]",0,0,1
nitrogen,1,0,0
n-butanol,1,0,0
"poly[2,5-bis(3-tetradecylthiophen-2-yl)thieno[3,2-b]thiophene]",0,0,1
nitrogen,1,0,0
n-butanol,1,0,0
"poly[2,5-bis(3-tetradecylthiophen-2-yl)thieno[3,2-b]thiophene]",0,0,1
nitrogen,1,0,0
formaldehyde,1,0,0
zinc oxide,1,1,0
oxygen,1,0,0
argon,1,0,0
formaldehyde,1,0,0
zinc oxide,1,1,0
oxygen,1,0,0
argon,1,0,0
formaldehyde,1,0,0
zinc oxide,1,1,0
oxygen,1,0,0
argon,1,0,0
formaldehyde,1,0,0
zinc oxide,1,1,0
oxygen,1,0,0
argon,1,0,0
formaldehyde,1,0,0
zinc oxide,1,1,0
oxygen,1,0,0
argon,1,0,0
formaldehyde,1,0,0
zinc oxide,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
formaldehyde,1,0,0
zinc oxide,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
formaldehyde,1,0,0
zinc oxide,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
formaldehyde,1,0,0
zinc oxide,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
formaldehyde,1,0,0
zinc oxide,1,1,0
oxygen,1,0,0
nitrogen,1,0,0
h+,1,0,0
silicon,1,1,0
water,1,0,0
h+,1,0,0
silicon,1,1,0
water,1,0,0
h+,1,0,0
silicon,1,1,0
water,1,0,0
h+,1,0,0
silicon,1,1,0
water,1,0,0
h+,1,0,0
silicon,1,1,0
water,1,0,0
nitrogen dioxide,1,0,0
tin(iv) oxide,1,1,0
argon,1,0,0
nitrogen dioxide,1,0,0
tin(iv) oxide,1,1,0
argon,1,0,0
nitrogen dioxide,1,0,0
tin(iv) oxide,1,1,0
argon,1,0,0
nitrogen dioxide,1,0,0
tin(iv) oxide,1,1,0
argon,1,0,0
nitrogen dioxide,1,0,0
tin(iv) oxide,1,1,0
argon,1,0,0
nitrogen dioxide,1,0,0
tin(iv) oxide,1,1,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
tin(iv) oxide,1,1,0
nitrogen,1,0,0
nitrogen dioxide,1,0,0
